id,cyto_area,pb_area,area_ratio
6-3-f,104268.0,3497.5,0.03354336901062646
6-3,104206.0,3503.5,0.03362090474636777
6-4-f,95410.0,3505.5,0.036741431715753066
6-4,95558.0,3491.0,0.036532786370581216
6-5-f,107557.0,3540.0,0.03291278113000549
6-5,107569.0,3582.5,0.033304204743002164
6-6-f,100995.5,2674.0,0.02647642716754707
6-6,100966.5,2710.0,0.026840585738834168
6-7-f,97188.5,2737.5,0.02816691275202313
6-7,97163.5,2741.0,0.028210181806954258
6-8-f,100503.5,4100.5,0.04079957414418403
6-8,100483.0,4100.5,0.04080789785336823
6-9-f,105068.0,2863.0,0.02724901968249134
6-9,105013.5,2827.0,0.026920348336166303
7-1-f,98239.0,2837.5,0.028883640916540273
7-1,98260.0,2831.0,0.028811316914308976
7-2-f,101801.0,2924.5,0.028727615642282493
7-2,101841.5,2929.5,0.028765287235557213
8-1-f,96556.5,2440.0,0.025270178600094246
8-10-f,88934.0,2572.5,0.028925945082870445
8-10,88930.0,2594.0,0.029169009333183404
8-11-f,101173.0,-,-
8-11,101091.5,-,-
8-12-f,93022.0,3503.0,0.03765775837973813
8-12,92999.0,3490.0,0.03752728523962623
8-13-f,96522.0,2904.0,0.030086405171877915
8-13,96644.5,2902.5,0.03003274888896937
8-14-f,90915.0,2115.0,0.023263487873288236
8-14,90825.0,2136.0,0.0235177539223782
8-15-f,98086.0,2718.0,0.027710376608282527
8-15,98178.0,2744.0,0.027949235062845038
8-16-f,81310.0,1773.0,0.02180543598573361
8-16,81239.0,1794.0,0.02208298969706668
8-17-f,96492.0,1126.0,0.011669361190565022
8-17,96662.0,1145.0,0.01184539943307608
8-18-f,96447.5,1565.0,0.01622644443868426
8-18,96510.5,1588.0,0.0164541681993151
8-19-f,88501.5,2607.0,0.029457127845290757
8-19,88449.0,2606.0,0.029463306538231072
8-1,96684.0,2440.5,0.025242025567829215
8-2-f,101024.0,2503.0,0.024776290782388345
8-20-f,98728.5,2492.0,0.025240938533452852
8-20,98760.5,2422.0,0.024523974665984882
8-2,101006.0,2503.5,0.024785656297645686
8-3-f,93860.0,4099.0,0.04367142552738121
8-3,93719.0,4099.0,0.043737129077348245
8-4-f,100252.5,-,-
8-4,100212.5,-,-
8-5-f,94368.5,2555.0,0.027074712430525016
8-5,94256.5,2564.0,0.027202368006450484
8-6-f,96542.5,2188.0,0.022663593754046144
8-6,96601.0,2226.5,0.02304841564787114
8-7-f,95574.0,-,-
8-7,95529.5,-,-
8-8-f,97307.5,2374.0,0.02439688615985407
8-8,97421.0,2374.0,0.024368462651789654
8-9-f,95374.0,2885.0,0.030249334200096463
8-9,95372.5,2895.0,0.0303546619832761
9-1-f,103041.5,2091.0,0.02029279465069899
9-1,103142.5,2065.0,0.020020844947524055
9-2-f,94428.5,3103.0,0.03286084180093934
9-2,94428.5,3105.5,0.03288731685878734
9-3-f,95442.5,2275.5,0.023841580008905884
9-3,95429.5,2239.5,0.02346758601899832
9-4-f,89282.0,3498.5,0.0391848300889317
9-4,89251.5,3521.0,0.03945031736161297
9-5-f,91673.5,2961.0,0.0322994104075878
9-5,91654.0,2938.0,0.03205533855587318
9-6-f,88913.0,2371.5,0.02667214018197564
9-6,88890.5,2342.0,0.02634702246021791
